Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status
hotog-brot,Hotog Brot,<p>Hotog Brot — Bread & Bakery</p>,A&A International Supermarkt,Food & Grocery,Bread & Bakery,"bread,-bakery",TRUE,Size,Stk,4260637860095,,shopify,100,deny,manual,1.99,,TRUE,TRUE,4260637860095,,1,Hotog Brot,FALSE,Hotog Brot | A&A International Supermarkt,Buy Hotog Brot at A&A International Supermarkt. Bread & Bakery — authentic international products.,active
hamburger-brot,Hamburger Brot,<p>Hamburger Brot — Bread & Bakery</p>,A&A International Supermarkt,Food & Grocery,Bread & Bakery,"bread,-bakery",TRUE,Size,Stk,4260637864321,,shopify,100,deny,manual,1.99,,TRUE,TRUE,4260637864321,,1,Hamburger Brot,FALSE,Hamburger Brot | A&A International Supermarkt,Buy Hamburger Brot at A&A International Supermarkt. Bread & Bakery — authentic international products.,active
fruit-bar,Fruit Bar,<p>Fruit Bar — Snacks & Sweets</p>,A&A International Supermarkt,Food & Grocery,Snacks & Sweets,"snacks,-sweets",TRUE,Size,Stk,6260200612821,,shopify,100,deny,manual,2.49,,TRUE,TRUE,6260200612821,,1,Fruit Bar,FALSE,Fruit Bar | A&A International Supermarkt,Buy Fruit Bar at A&A International Supermarkt. Snacks & Sweets — authentic international products.,active
gewuerz-ketchup,Gewürz Ketchup,<p>Gewürz Ketchup — Sauces & Condiments</p>,A&A International Supermarkt,Food & Grocery,Sauces & Condiments,"sauces,-condiments",TRUE,Size,Stk,4027400148008,,shopify,100,deny,manual,3.99,,TRUE,TRUE,4027400148008,,1,Gewürz Ketchup,FALSE,Gewürz Ketchup | A&A International Supermarkt,Buy Gewürz Ketchup at A&A International Supermarkt. Sauces & Condiments — authentic international products.,active
pastierte-tomaten,Pastierte Tomaten,<p>Pastierte Tomaten — Sauces & Condiments</p>,A&A International Supermarkt,Food & Grocery,Sauces & Condiments,"sauces,-condiments",TRUE,Size,Stk,8000320010095,,shopify,100,deny,manual,2.49,,TRUE,TRUE,8000320010095,,1,Pastierte Tomaten,FALSE,Pastierte Tomaten | A&A International Supermarkt,Buy Pastierte Tomaten at A&A International Supermarkt. Sauces & Condiments — authentic international products.,active
falafel,,,A&A International Supermarkt,,Packaged Goods,packaged-goods,TRUE,Size,Stk,4260171031012,,shopify,100,deny,manual,6.99,,TRUE,TRUE,4260171031012,,,,FALSE,,,active
nugets,Nugets,<p>Nugets — Packaged Goods</p>,A&A International Supermarkt,Food & Grocery,Packaged Goods,packaged-goods,TRUE,Size,Stk,4893223132742,,shopify,100,deny,manual,5.99,,TRUE,TRUE,4893223132742,,1,Nugets,FALSE,Nugets | A&A International Supermarkt,Buy Nugets at A&A International Supermarkt. Packaged Goods — authentic international products.,active
buerger,,,A&A International Supermarkt,,Packaged Goods,packaged-goods,TRUE,Size,Stk,609465363431,,shopify,100,deny,manual,9.99,,TRUE,TRUE,609465363431,,,,FALSE,,,active
wuerstchen-sosis,Würstchen Sosis,<p>Würstchen Sosis — Packaged Goods</p>,A&A International Supermarkt,Food & Grocery,Packaged Goods,packaged-goods,TRUE,Size,Stk,609465363448,,shopify,100,deny,manual,9.99,,TRUE,TRUE,609465363448,,1,Würstchen Sosis,FALSE,Würstchen Sosis | A&A International Supermarkt,Buy Würstchen Sosis at A&A International Supermarkt. Packaged Goods — authentic international products.,active
schnitzel,Schnitzel,<p>Schnitzel — Packaged Goods</p>,A&A International Supermarkt,Food & Grocery,Packaged Goods,packaged-goods,TRUE,Size,Stk,4893223132735,,shopify,100,deny,manual,5.99,,TRUE,TRUE,4893223132735,,1,Schnitzel,FALSE,Schnitzel | A&A International Supermarkt,Buy Schnitzel at A&A International Supermarkt. Packaged Goods — authentic international products.,active
sardellenhamsi,Sardellen/Hamsi,<p>Sardellen/Hamsi — Fish & Seafood</p>,A&A International Supermarkt,Food & Grocery,Fish & Seafood,"fish,-seafood",TRUE,Size,Stk,8697781121066,,shopify,100,deny,manual,6.99,,TRUE,TRUE,8697781121066,,1,Sardellen/Hamsi,FALSE,Sardellen/Hamsi | A&A International Supermarkt,Buy Sardellen/Hamsi at A&A International Supermarkt. Fish & Seafood — authentic international products.,active
cevapcici,,,A&A International Supermarkt,,Packaged Goods,packaged-goods,TRUE,Size,Stk,4893223132018,,shopify,100,deny,manual,9.99,,TRUE,TRUE,4893223132018,,,,FALSE,,,active
haenchen-doener,,,A&A International Supermarkt,,Packaged Goods,packaged-goods,TRUE,Size,Stk,5902808125426,,shopify,100,deny,manual,8.99,,TRUE,TRUE,5902808125426,,,,FALSE,,,active
doener-rind,Döner Rind,<p>Döner Rind — Packaged Goods</p>,A&A International Supermarkt,Food & Grocery,Packaged Goods,packaged-goods,TRUE,Size,Stk,5902808125402,,shopify,100,deny,manual,9.99,,TRUE,TRUE,5902808125402,,1,Döner Rind,FALSE,Döner Rind | A&A International Supermarkt,Buy Döner Rind at A&A International Supermarkt. Packaged Goods — authentic international products.,active
mini-mante,Mini Mante,<p>Mini Mante — Packaged Goods</p>,A&A International Supermarkt,Food & Grocery,Packaged Goods,packaged-goods,TRUE,Size,Stk,40232762154,,shopify,100,deny,manual,6.99,,TRUE,TRUE,40232762154,,1,Mini Mante,FALSE,Mini Mante | A&A International Supermarkt,Buy Mini Mante at A&A International Supermarkt. Packaged Goods — authentic international products.,active
lahmacun,Lahmacun,<p>Lahmacun — Packaged Goods</p>,A&A International Supermarkt,Food & Grocery,Packaged Goods,packaged-goods,TRUE,Size,Stk,4893223131844,,shopify,100,deny,manual,4.99,,TRUE,TRUE,4893223131844,,1,Lahmacun,FALSE,Lahmacun | A&A International Supermarkt,Buy Lahmacun at A&A International Supermarkt. Packaged Goods — authentic international products.,active
sinjid-mehl,Sinjid Mehl,<p>Sinjid Mehl — Rice & Grains</p>,A&A International Supermarkt,Food & Grocery,Rice & Grains,"rice,-grains",TRUE,Size,Stk,2377772013940,,shopify,100,deny,manual,9.99,,TRUE,TRUE,2377772013940,,1,Sinjid Mehl,FALSE,Sinjid Mehl | A&A International Supermarkt,Buy Sinjid Mehl at A&A International Supermarkt. Rice & Grains — authentic international products.,active
hindi-sosisi,Hindi Sosisi,<p>Hindi Sosisi — Meat & Deli</p>,A&A International Supermarkt,Food & Grocery,Meat & Deli,"meat,-deli",TRUE,Size,Stk,4011259040057,,shopify,100,deny,manual,5.99,,TRUE,TRUE,4011259040057,,1,Hindi Sosisi,FALSE,Hindi Sosisi | A&A International Supermarkt,Buy Hindi Sosisi at A&A International Supermarkt. Meat & Deli — authentic international products.,active
gemischte-gemuesse,Gemischte Gemüsse,<p>Gemischte Gemüsse — Canned Goods</p>,A&A International Supermarkt,Food & Grocery,Canned Goods,canned-goods,TRUE,Size,Stk,8698943858059,,shopify,100,deny,manual,7.99,,TRUE,TRUE,8698943858059,,1,Gemischte Gemüsse,FALSE,Gemischte Gemüsse | A&A International Supermarkt,Buy Gemischte Gemüsse at A&A International Supermarkt. Canned Goods — authentic international products.,active
mehl,Mehl,<p>Mehl — Rice & Grains</p>,A&A International Supermarkt,Food & Grocery,Rice & Grains,"rice,-grains",TRUE,Size,Stk,2377772013971,,shopify,100,deny,manual,7.00,,TRUE,TRUE,2377772013971,,1,Mehl,FALSE,Mehl | A&A International Supermarkt,Buy Mehl at A&A International Supermarkt. Rice & Grains — authentic international products.,active
reis,,,A&A International Supermarkt,,Rice & Grains,"rice,-grains",TRUE,Size,Stk,2377772013988,,shopify,100,deny,manual,50.00,,TRUE,TRUE,2377772013988,,,,FALSE,,,active
grill-und-pfanne-kaese,Grill und Pfanne Käse,<p>Grill und Pfanne Käse — Dairy & Refrigerated</p>,A&A International Supermarkt,Food & Grocery,Dairy & Refrigerated,"dairy,-refrigerated",TRUE,Size,Stk,4002566010710,,shopify,100,deny,manual,3.99,,TRUE,TRUE,4002566010710,,1,Grill und Pfanne Käse,FALSE,Grill und Pfanne Käse | A&A International Supermarkt,Buy Grill und Pfanne Käse at A&A International Supermarkt. Dairy & Refrigerated — authentic international products.,active
safi-gruen-tee,Safi Grün Tee,<p>Safi Grün Tee — Tea & Coffee</p>,A&A International Supermarkt,Food & Grocery,Tea & Coffee,"tea,-coffee",TRUE,Size,Stk,5897456321545,,shopify,100,deny,manual,4.99,,TRUE,TRUE,5897456321545,,1,Safi Grün Tee,FALSE,Safi Grün Tee | A&A International Supermarkt,Buy Safi Grün Tee at A&A International Supermarkt. Tea & Coffee — authentic international products.,active
marmelade-kirsche,Marmelade Kirsche,<p>Marmelade Kirsche — Jams & Preserves</p>,A&A International Supermarkt,Food & Grocery,Jams & Preserves,"jams,-preserves",TRUE,Size,Stk,4260737181618,,shopify,100,deny,manual,4.99,,TRUE,TRUE,4260737181618,,1,Marmelade Kirsche,FALSE,Marmelade Kirsche | A&A International Supermarkt,Buy Marmelade Kirsche at A&A International Supermarkt. Jams & Preserves — authentic international products.,active
marmelade-karotten,Marmelade Karotten,<p>Marmelade Karotten — Jams & Preserves</p>,A&A International Supermarkt,Food & Grocery,Jams & Preserves,"jams,-preserves",TRUE,Size,Stk,4260737181601,,shopify,100,deny,manual,4.99,,TRUE,TRUE,4260737181601,,1,Marmelade Karotten,FALSE,Marmelade Karotten | A&A International Supermarkt,Buy Marmelade Karotten at A&A International Supermarkt. Jams & Preserves — authentic international products.,active
citric-acid,,,A&A International Supermarkt,,Spices & Masalas,"spices,-masalas",TRUE,Size,Stk,5017689823764,,shopify,100,deny,manual,1.99,,TRUE,TRUE,5017689823764,,,,FALSE,,,active
soja-adalat,Soja Adalat,<p>Soja Adalat — Packaged Goods</p>,A&A International Supermarkt,Food & Grocery,Packaged Goods,packaged-goods,TRUE,Size,Stk,4260737182912,,shopify,100,deny,manual,2.49,,TRUE,TRUE,4260737182912,,1,Soja Adalat,FALSE,Soja Adalat | A&A International Supermarkt,Buy Soja Adalat at A&A International Supermarkt. Packaged Goods — authentic international products.,active
chitos-cheese,Chitos Cheese,<p>Chitos Cheese — Snacks & Sweets</p>,A&A International Supermarkt,Food & Grocery,Snacks & Sweets,"snacks,-sweets",TRUE,Size,Stk,6263812801232,,shopify,100,deny,manual,1.99,,TRUE,TRUE,6263812801232,,1,Chitos Cheese,FALSE,Chitos Cheese | A&A International Supermarkt,Buy Chitos Cheese at A&A International Supermarkt. Snacks & Sweets — authentic international products.,active
chetoz,Chetoz,<p>Chetoz — Snacks & Sweets</p>,A&A International Supermarkt,Food & Grocery,Snacks & Sweets,"snacks,-sweets",TRUE,Size,Stk,6263812801249,,shopify,100,deny,manual,2.49,,TRUE,TRUE,6263812801249,,1,Chetoz,FALSE,Chetoz | A&A International Supermarkt,Buy Chetoz at A&A International Supermarkt. Snacks & Sweets — authentic international products.,active
kaschk-quark,Kaschk /Quark,<p>Kaschk /Quark — Dairy & Refrigerated</p>,A&A International Supermarkt,Food & Grocery,Dairy & Refrigerated,"dairy,-refrigerated",TRUE,Size,Stk,6260129410010,,shopify,100,deny,manual,2.79,,TRUE,TRUE,6260129410010,,1,Kaschk /Quark,FALSE,Kaschk /Quark | A&A International Supermarkt,Buy Kaschk /Quark at A&A International Supermarkt. Dairy & Refrigerated — authentic international products.,active
weisse-maulbereen,Weisse Maulbereen,<p>Weisse Maulbereen — Dried Fruits & Nuts</p>,A&A International Supermarkt,Food & Grocery,Dried Fruits & Nuts,"dried-fruits,-nuts",TRUE,Size,Stk,2377772014084,,shopify,100,deny,manual,3.99,,TRUE,TRUE,2377772014084,,1,Weisse Maulbereen,FALSE,Weisse Maulbereen | A&A International Supermarkt,Buy Weisse Maulbereen at A&A International Supermarkt. Dried Fruits & Nuts — authentic international products.,active
pienen-kerne,Pienen Kerne,<p>Pienen Kerne — Dried Fruits & Nuts</p>,A&A International Supermarkt,Food & Grocery,Dried Fruits & Nuts,"dried-fruits,-nuts",TRUE,Size,gramm,2377772014091,,shopify,100,deny,manual,5.00,,TRUE,TRUE,2377772014091,,1,Pienen Kerne,FALSE,Pienen Kerne | A&A International Supermarkt,Buy Pienen Kerne at A&A International Supermarkt. Dried Fruits & Nuts — authentic international products.,active
jalabi,,,A&A International Supermarkt,,Dried Fruits & Nuts,"dried-fruits,-nuts",TRUE,Size,gramm,2377772014107,,shopify,100,deny,manual,1.40,,TRUE,TRUE,2377772014107,,,,FALSE,,,active
kekse,Kekse,<p>Kekse — Dried Fruits & Nuts</p>,A&A International Supermarkt,Food & Grocery,Dried Fruits & Nuts,"dried-fruits,-nuts",TRUE,Size,gramm,2377772014114,,shopify,100,deny,manual,1.20,,TRUE,TRUE,2377772014114,,1,Kekse,FALSE,Kekse | A&A International Supermarkt,Buy Kekse at A&A International Supermarkt. Dried Fruits & Nuts — authentic international products.,active
kekse,,,A&A International Supermarkt,,Dried Fruits & Nuts,"dried-fruits,-nuts",TRUE,Size,gramm,2377772014121,,shopify,100,deny,manual,1.40,,TRUE,TRUE,2377772014121,,,,FALSE,,,active
kekse,,,A&A International Supermarkt,,Dried Fruits & Nuts,"dried-fruits,-nuts",TRUE,Size,gramm,2377772014138,,shopify,100,deny,manual,1.30,,TRUE,TRUE,2377772014138,,,,FALSE,,,active
reis,,,A&A International Supermarkt,,Rice & Grains,"rice,-grains",TRUE,Size,Stk,2377772014145,,shopify,100,deny,manual,20.00,,TRUE,TRUE,2377772014145,,,,FALSE,,,active
mais,Mais,<p>Mais — Fresh Produce</p>,A&A International Supermarkt,Food & Grocery,Fresh Produce,fresh-produce,TRUE,Size,Stk,2377772014152,,shopify,100,deny,manual,2.99,,TRUE,TRUE,2377772014152,,1,Mais,FALSE,Mais | A&A International Supermarkt,Buy Mais at A&A International Supermarkt. Fresh Produce — authentic international products.,active
wassermelone,,,A&A International Supermarkt,,Fresh Produce,fresh-produce,TRUE,Size,Kg,2377772014169,,shopify,100,deny,manual,1.49,,TRUE,TRUE,2377772014169,,,,FALSE,,,active
birne,Birne,<p>Birne — Fresh Produce</p>,A&A International Supermarkt,Food & Grocery,Fresh Produce,fresh-produce,TRUE,Size,Kg,2377772014176,,shopify,100,deny,manual,2.99,,TRUE,TRUE,2377772014176,,1,Birne,FALSE,Birne | A&A International Supermarkt,Buy Birne at A&A International Supermarkt. Fresh Produce — authentic international products.,active
pfirsich,,,A&A International Supermarkt,,Fresh Produce,fresh-produce,TRUE,Size,Kg,2377772014183,,shopify,100,deny,manual,3.99,,TRUE,TRUE,2377772014183,,,,FALSE,,,active
mini-orange,Mini Orange,<p>Mini Orange — Fresh Produce</p>,A&A International Supermarkt,Food & Grocery,Fresh Produce,fresh-produce,TRUE,Size,Kg,2377772014190,,shopify,100,deny,manual,2.99,,TRUE,TRUE,2377772014190,,1,Mini Orange,FALSE,Mini Orange | A&A International Supermarkt,Buy Mini Orange at A&A International Supermarkt. Fresh Produce — authentic international products.,active
pakistan-mango,Pakistan Mango,<p>Pakistan Mango — Fresh Produce</p>,A&A International Supermarkt,Food & Grocery,Fresh Produce,fresh-produce,TRUE,Size,Kg,2377772014206,,shopify,100,deny,manual,8.99,,TRUE,TRUE,2377772014206,,1,Pakistan Mango,FALSE,Pakistan Mango | A&A International Supermarkt,Buy Pakistan Mango at A&A International Supermarkt. Fresh Produce — authentic international products.,active
chilli,Chilli,<p>Chilli — Fresh Produce</p>,A&A International Supermarkt,Food & Grocery,Fresh Produce,fresh-produce,TRUE,Size,gramm,2377772014213,,shopify,100,deny,manual,0.79,,TRUE,TRUE,2377772014213,,1,Chilli,FALSE,Chilli | A&A International Supermarkt,Buy Chilli at A&A International Supermarkt. Fresh Produce — authentic international products.,active
bohnen,Bohnen,<p>Bohnen — Fresh Produce</p>,A&A International Supermarkt,Food & Grocery,Fresh Produce,fresh-produce,TRUE,Size,Kg,2377772014220,,shopify,100,deny,manual,7.99,,TRUE,TRUE,2377772014220,,1,Bohnen,FALSE,Bohnen | A&A International Supermarkt,Buy Bohnen at A&A International Supermarkt. Fresh Produce — authentic international products.,active
coco-yam,Coco Yam,<p>Coco Yam — Fresh Produce</p>,A&A International Supermarkt,Food & Grocery,Fresh Produce,fresh-produce,TRUE,Size,Kg,2377772014237,,shopify,100,deny,manual,6.99,,TRUE,TRUE,2377772014237,,1,Coco Yam,FALSE,Coco Yam | A&A International Supermarkt,Buy Coco Yam at A&A International Supermarkt. Fresh Produce — authentic international products.,active
mini-auberjine,Mini Auberjine,<p>Mini Auberjine — Fresh Produce</p>,A&A International Supermarkt,Food & Grocery,Fresh Produce,fresh-produce,TRUE,Size,Kg,2377772014244,,shopify,100,deny,manual,5.99,,TRUE,TRUE,2377772014244,,1,Mini Auberjine,FALSE,Mini Auberjine | A&A International Supermarkt,Buy Mini Auberjine at A&A International Supermarkt. Fresh Produce — authentic international products.,active
frische-erdnuesse,Frische Erdnüsse,<p>Frische Erdnüsse — Dried Fruits & Nuts</p>,A&A International Supermarkt,Food & Grocery,Dried Fruits & Nuts,"dried-fruits,-nuts",TRUE,Size,gramm,2377772014251,,shopify,100,deny,manual,0.79,,TRUE,TRUE,2377772014251,,1,Frische Erdnüsse,FALSE,Frische Erdnüsse | A&A International Supermarkt,Buy Frische Erdnüsse at A&A International Supermarkt. Dried Fruits & Nuts — authentic international products.,active
indische-pakista-suessigkeit,Indische /Pakista Süssigkeit,<p>Indische /Pakista Süssigkeit — Snacks & Sweets</p>,A&A International Supermarkt,Food & Grocery,Snacks & Sweets,"snacks,-sweets",TRUE,Size,Stk,2377772014268,,shopify,100,deny,manual,3.99,,TRUE,TRUE,2377772014268,,1,Indische /Pakista Süssigkeit,FALSE,Indische /Pakista Süssigkeit | A&A International Supermarkt,Buy Indische /Pakista Süssigkeit at A&A International Supermarkt. Snacks & Sweets — authentic international products.,active
aegyptischer-reis-habba,Ägyptischer Reis Habba,<p>Ägyptischer Reis Habba — Rice & Grains</p>,A&A International Supermarkt,Food & Grocery,Rice & Grains,"rice,-grains",TRUE,Size,Stk,6223009180618,,shopify,100,deny,manual,2.99,,TRUE,TRUE,6223009180618,,1,Ägyptischer Reis Habba,FALSE,Ägyptischer Reis Habba | A&A International Supermarkt,Buy Ägyptischer Reis Habba at A&A International Supermarkt. Rice & Grains — authentic international products.,active
reis,,,A&A International Supermarkt,,Rice & Grains,"rice,-grains",TRUE,Size,Stk,6223009180847,,shopify,100,deny,manual,12.99,,TRUE,TRUE,6223009180847,,,,FALSE,,,active
misch-gemuese,Misch Gemüse,<p>Misch Gemüse — Canned Goods</p>,A&A International Supermarkt,Food & Grocery,Canned Goods,canned-goods,TRUE,Size,Stk,2377772014299,,shopify,100,deny,manual,2.49,,TRUE,TRUE,2377772014299,,1,Misch Gemüse,FALSE,Misch Gemüse | A&A International Supermarkt,Buy Misch Gemüse at A&A International Supermarkt. Canned Goods — authentic international products.,active
michs-gemuese,Michs Gemüse,<p>Michs Gemüse — Canned Goods</p>,A&A International Supermarkt,Food & Grocery,Canned Goods,canned-goods,TRUE,Size,Stk,6224000481285,,shopify,100,deny,manual,2.49,,TRUE,TRUE,6224000481285,,1,Michs Gemüse,FALSE,Michs Gemüse | A&A International Supermarkt,Buy Michs Gemüse at A&A International Supermarkt. Canned Goods — authentic international products.,active
osman-reis,Osman Reis,<p>Osman Reis — Rice & Grains</p>,A&A International Supermarkt,Food & Grocery,Rice & Grains,"rice,-grains",TRUE,Size,Stk,2377772014305,,shopify,100,deny,manual,20.00,,TRUE,TRUE,2377772014305,,1,Osman Reis,FALSE,Osman Reis | A&A International Supermarkt,Buy Osman Reis at A&A International Supermarkt. Rice & Grains — authentic international products.,active
